Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
0.404761905,0,0.506084467,0.535714286,0.5,0,0.771428571,1,0,0.333333333,0.07461822,0.57759486,0,0.142857143,0,0.666666667,0.333333333,0.15,0.833333333,0.666666667,0.125,0.222222222,0,0.176470588,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.261904762,0,0.0365068,0.5,0.25,1,0.271428571,0.333333333,0.25,0.666666667,0.167667193,0.425135515,0,0.071428571,0,1,0,0.25,0.5,0.666666667,0.225,0.277777778,0,0.470588235,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0.30952381,0,0.40658554,0.892857143,0,0,0.014285714,0.666666667,0,0.666666667,0.100157978,0.525035134,0.111111111,0.428571429,0,1,0.333333333,0.125,0.166666667,0.333333333,0.125,0.111111111,0.266666667,0.176470588,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0.380952381,0,0.890479599,0.642857143,0.25,0.333333333,0.9,0.666666667,0,1,0.086993154,0.267576792,0,0,0,0.666666667,0.333333333,0.075,0.333333333,0.666666667,0.05,0.111111111,0.066666667,0.117647059,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.238095238,1,0.00071582,0.821428571,0.5,0.666666667,0.285714286,0.333333333,0,0.666666667,0.053659821,0.435775949,0.555555556,0.214285714,0,0.333333333,0,0.15,0.666666667,0.666666667,0.1,0.111111111,0,0.176470588,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0.261904762,0,0.921259843,0.714285714,0.75,0.333333333,0.3,1,0.5,0,0.47240653,0.325276049,0.111111111,0,0,0.666666667,0.333333333,0.25,0.166666667,0.666666667,0.25,0.5,0.533333333,0.470588235,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.333333333,0,0.16607015,0.142857143,0.25,0,0.714285714,1,0,0.333333333,0.120537125,0.520337282,0,0.071428571,0,1,0.666666667,0.175,0.833333333,0.333333333,0.15,0.111111111,0,0.294117647,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
0.095238095,0,0.730851825,0.535714286,0.25,1,0.942857143,1,0,1,0.101421801,0.209997992,0.111111111,0.142857143,0,0.333333333,0.666666667,0.025,0.333333333,0.333333333,0.025,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.833333333,0,0.799570508,0.035714286,0.75,0,0.685714286,0.333333333,0.75,1,0.759241706,0.800120458,0.222222222,0.357142857,0,0.666666667,0,0.775,0.5,0.666666667,0.625,0.444444444,0.2,0.411764706,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.476190476,0,0.192555476,0.035714286,0.5,1,0.214285714,0.666666667,0,1,0.154555029,0.088817507,0.555555556,0,0,0.666666667,0,0.15,0.5,0.666666667,0.075,0.111111111,0.066666667,0.117647059,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0.142857143,0,0.408732999,0.357142857,0.25,0,0.942857143,1,0.25,0.666666667,0.158083202,0.246456535,0,0.5,0,1,0.333333333,0.125,0.833333333,0.333333333,0.1,0.111111111,0.066666667,0.176470588,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.428571429,1,0.798854689,0.285714286,0.75,0.666666667,0.742857143,0.333333333,0,0,0.126276988,0.19642642,0.777777778,0.857142857,1,0.333333333,0,0.25,0.666666667,0.666666667,0.125,0.166666667,0,0.176470588,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
0.380952381,0,0.226914817,0.214285714,0.75,0,0.328571429,0.666666667,0.5,0.333333333,0.578462349,0.77088938,0,0,0,0.666666667,0,0.325,0.666666667,0.666666667,0.3,0.333333333,0.133333333,0.647058824,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.071428571,0,0.206871868,0.5,0.25,0.666666667,0.942857143,0.666666667,0,1,0.011743023,0.690102389,0.111111111,0.214285714,0,1,0,0,1,0.666666667,0,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0.380952381,1,0.427344309,0.178571429,0,0.333333333,0.757142857,0.666666667,0,0,0.102738283,0.602609918,0.222222222,0,0,0.666666667,0,0.2,0.333333333,0.666666667,0.1,0.111111111,0.066666667,0.176470588,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0.833333333,0,0.844667144,0.142857143,0.5,0.666666667,0.4,0.666666667,1,0.666666667,0.952343339,0.346958442,0.444444444,0,0,1,0.333333333,0.65,0.5,0.333333333,0.35,0.722222222,0.266666667,0.470588235,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.333333333,1,0.732283465,0.535714286,0,0.333333333,0.6,0,0,0,0.153238547,0.103874724,0.111111111,0.785714286,1,0.333333333,0,0.25,0.833333333,0.666666667,0.25,0.111111111,0.4,0.411764706,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0.571428571,0,0.421617752,0.25,0.75,0.666666667,0.257142857,0.666666667,0.25,0.333333333,0.306266456,0.76607107,0,0,0,1,0.333333333,0.25,0.333333333,0.666666667,0.225,0.388888889,0.266666667,0.117647059,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.619047619,0,0.268432355,0.214285714,0.75,0,0.171428571,0.333333333,0.5,1,0.486519221,0,0.333333333,0.214285714,0,1,0.333333333,0.6,0.666666667,0.666666667,0.55,0.333333333,0.333333333,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.666666667,0,0.431639227,0.035714286,0.75,0.333333333,0.757142857,0.666666667,1,0,0.944602422,0.832282674,0.333333333,0.071428571,0,1,0,0.55,0.333333333,0.333333333,0.05,0.111111111,0.133333333,0.058823529,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.357142857,0,0.588403722,0.035714286,0.5,0.666666667,0.685714286,0.666666667,0,1,0.078304371,0.183738205,0.444444444,0,0,1,0,0.175,0.5,0.666666667,0.025,0.055555556,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.619047619,0,0.971367215,0.321428571,0.75,1,0.157142857,0.666666667,0.25,1,0.28730911,0.683677976,0.222222222,0.142857143,0,1,0,0.225,0.833333333,1,0.1,0.111111111,0.066666667,0.176470588,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.285714286,0,0.016463851,0.285714286,0.25,1,0.757142857,0.333333333,0,0.666666667,0.063033175,0.563059627,0.111111111,0.142857143,0,0,0,0.25,0.833333333,0.666666667,0.25,0,0.066666667,0.470588235,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.5,1,0.567644953,0.142857143,0.5,1,0.371428571,0.666666667,0.25,1,0.05671406,0.049829352,0.333333333,0.214285714,0,0.666666667,0.333333333,0.475,1,1,0.025,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
0.142857143,1,0.508947745,0,0.5,0.333333333,0.442857143,0.666666667,0,1,0.067614534,0.037181289,0.222222222,0.357142857,0,0,0.333333333,0.15,0.333333333,0.333333333,0.05,0,0.133333333,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
0.595238095,0,0.838224767,0.035714286,0.25,1,0.6,1,0,0.666666667,0.086150606,0.796185505,0.111111111,0.071428571,0,1,0.666666667,0.15,0.5,0.333333333,0.125,0.166666667,0.066666667,0.235294118,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0.761904762,1,0.549033644,0.071428571,0.25,0,0.8,0.333333333,0,0.666666667,0.088151659,0.068901827,0.111111111,0.214285714,0,0.666666667,0,0.075,0.333333333,0.666666667,0.075,0.111111111,0,0.117647059,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
0.404761905,0,0.564065855,0.035714286,0.5,1,0.957142857,0.666666667,0,1,0.052922591,0.304878538,0.111111111,0.142857143,0,0,0,0.05,0.5,0.666666667,0.05,0.111111111,0.133333333,0.117647059,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
0.428571429,0,0.53686471,0.142857143,0.75,0.333333333,0.742857143,0.333333333,0,0,0.126908899,0.440795021,1,0.214285714,0,1,0.333333333,0.15,0.5,1,0.025,0.055555556,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
0.357142857,0,0.743736578,0,0.5,0.666666667,0.171428571,1,0.25,0,0.229963138,0.044127685,0.222222222,0.571428571,0,0,0.666666667,0.25,0.5,0.666666667,0.125,0.166666667,0.066666667,0.176470588,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.404761905,0,0.2591267,0.107142857,0.25,0.666666667,0.642857143,0.666666667,0,1,0.049605055,0.353985144,0.111111111,0.071428571,0,0.666666667,0.333333333,0.025,0.5,0.666666667,0.025,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.214285714,0,0.81460272,0.035714286,0.75,1,0.042857143,0.666666667,0,0,0.07014218,0.707528609,0.111111111,0.142857143,0,1,0.333333333,0.025,1,0.666666667,0.025,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.19047619,1,0.898353615,0.857142857,0.5,0,0.257142857,0,0,0.666666667,0.067614534,0.339851435,0.111111111,0.071428571,0,0.666666667,0,0.025,0.333333333,0.333333333,0.025,0,0,0.058823529,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.214285714,0,0.638511095,0.25,0.5,1,0.1,0.666666667,0.5,0.666666667,0.406371775,0.035374423,0.111111111,0.285714286,0,1,0,0.225,0,0.666666667,0.225,0.444444444,0.066666667,0.411764706,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.285714286,0,0.443092341,0,0.25,0.666666667,0.4,0.666666667,0.25,1,0.158083202,0.348805461,0.111111111,0.857142857,1,1,0,0.3,0.333333333,0.666666667,0.3,0.444444444,0.2,0.411764706,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.547619048,1,0.900501074,0.392857143,0.5,0.333333333,0.271428571,0.666666667,1,0.666666667,0.97609268,0.569604497,0.111111111,0.071428571,0,1,0,0.575,0,0.666666667,0.55,0.833333333,1,0.470588235,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.380952381,0,0.689334288,0.785714286,0.75,0.333333333,0.6,0.666666667,0.25,0.666666667,0.187414429,0.318811484,0,0.642857143,1,0.666666667,0,0.25,0.333333333,0.666666667,0.225,0.277777778,0.533333333,0.411764706,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.452380952,0,0.219040802,0.642857143,0.25,0.333333333,0.614285714,0.666666667,0,0.333333333,0.10600316,0.326560932,0.444444444,0.714285714,1,0,0,0.2,0.166666667,0.666666667,0.025,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.666666667,0,0.793843951,0.142857143,0.75,0,0.971428571,0.666666667,0.25,1,0.250816219,0.736839992,0.444444444,0.714285714,1,0.666666667,0,0.35,0.666666667,0.666666667,0.225,0.333333333,0,0.470588235,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
0.404761905,0,0.806728704,0.25,0,1,0.085714286,1,0,1,0.066350711,0.112346918,0.111111111,0.571428571,0,1,0,0.025,0.333333333,0.666666667,0.025,0,0,0.058823529,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.714285714,1,0.375089477,0,0.25,0,0.971428571,0.333333333,0.5,0.666666667,0.230226435,0.690624373,1,0.142857143,0,1,0,0.575,0.333333333,0.666666667,0.025,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0.238095238,1,0.953471725,0.142857143,0.75,0.666666667,0.285714286,0.666666667,0,0.666666667,0.128067404,0.364786188,0.111111111,0.142857143,0,0.666666667,0,0.05,0.5,0.333333333,0.05,0.111111111,0.133333333,0.117647059,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0.619047619,0,0.992125984,0,1,0.333333333,0.642857143,0.666666667,0.25,0,0.234070563,0.07689219,0.555555556,0.714285714,1,0.666666667,0.333333333,0.225,0.333333333,0.333333333,0.1,0.166666667,0.066666667,0.176470588,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.404761905,0,0.712240515,0.357142857,0.25,0.666666667,0.7,0.333333333,0.5,0,0.467351237,0.249267215,0.222222222,0.142857143,0,0.666666667,0.333333333,0.25,0.5,0.666666667,0.1,0,0.133333333,0.176470588,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.19047619,0,0.959914102,0.785714286,0.5,0.666666667,0.242857143,0.333333333,0.25,1,0.165771459,0.776631199,0.777777778,0.571428571,0,0.666666667,0.333333333,0.125,0.333333333,0.333333333,0.05,0.111111111,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
0.357142857,0,0.2956335,0,0.25,0,0.971428571,0.666666667,0.5,1,0.655555556,0.524071472,0.111111111,0.071428571,0,0.666666667,0,0.375,0.166666667,0.666666667,0.375,0.777777778,0.533333333,0.705882353,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0.404761905,0,0.53758053,0.607142857,1,0.333333333,0.585714286,0.666666667,0.5,0,0.424433913,0.358843606,0.111111111,0.785714286,1,1,0.333333333,0.225,0.5,0.333333333,0.225,0.444444444,0.066666667,0.470588235,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0.404761905,0,0.744452398,0.785714286,0.75,0.666666667,0,0.666666667,0,0,0.15824118,0.55844208,0.333333333,0.285714286,0,0.666666667,0.333333333,0.1,0.5,0.666666667,0.05,0.111111111,0.133333333,0.117647059,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.30952381,0,0.395848246,0.214285714,0.75,1,0.257142857,0.666666667,0.25,1,0.258346498,0.298494278,0.333333333,0.785714286,1,1,0.333333333,0.25,0.5,0.333333333,0.175,0.388888889,0.066666667,0.411764706,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.452380952,0,0.725125268,0,0.75,0,0.3,0.333333333,0.25,0.666666667,0.262453923,0.023890785,0.111111111,0.5,0,0.666666667,0.333333333,0.175,0.333333333,1,0.175,0.277777778,0,0.411764706,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.333333333,0,0.232641374,0,0.5,0,0.042857143,0.666666667,0.25,1,0.271353344,0.352660108,0.111111111,0.785714286,1,0.333333333,0.333333333,0.225,0.5,0.666666667,0.225,0.444444444,0.466666667,0.470588235,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
